district,case_number,date,party,fine,n_fines,days_since_covid,case_type
OKLAHOMA,CF-2017-02696,2017-10-02,16985293,150,1,-896,CF
OKLAHOMA,CF-2017-02698,2018-09-11,16985315,100,1,-552,CF
OKLAHOMA,CF-2017-02699,2017-09-29,16985372,30,1,-899,CF
OKLAHOMA,CF-2017-02700,2021-04-06,16985411,100,1,386,CF
OKLAHOMA,CF-2017-02701,2018-05-02,16985427,100,1,-684,CF
OKLAHOMA,CF-2017-02702,2017-07-06,16985438,50,1,-984,CF
OKLAHOMA,CF-2017-02703,2017-06-01,16985469,50,1,-1019,CF
OKLAHOMA,CF-2017-02705,2017-09-05,16985498,100,1,-923,CF
OKLAHOMA,CF-2017-02706,2019-05-28,16985503,30,1,-293,CF
OKLAHOMA,CF-2017-02707,2018-04-16,16985531,100,1,-700,CF
OKLAHOMA,CF-2017-02708,2017-07-14,16985589,30,1,-976,CF
OKLAHOMA,CF-2017-02709,2018-04-18,16985595,100,1,-698,CF
OKLAHOMA,CF-2017-02710,2017-10-17,16985599,50,1,-881,CF
OKLAHOMA,CF-2017-02713,2017-07-06,16985652,50,1,-984,CF
OKLAHOMA,CF-2017-02717,2018-05-16,16985678,250,1,-670,CF
OKLAHOMA,CF-2017-02719,2017-07-27,16985692,150,1,-963,CF
OKLAHOMA,CF-2017-02722,2018-06-12,16986229,50,1,-643,CF
OKLAHOMA,CF-2017-02725,2017-07-06,16986273,50,1,-984,CF
OKLAHOMA,CF-2017-02726,2017-11-01,16986296,45,1,-866,CF
OKLAHOMA,CF-2017-02727,2017-05-25,16986496,100,1,-1026,CF
OKLAHOMA,CF-2017-02728,2017-12-05,16986903,50,1,-832,CF
OKLAHOMA,CF-2017-02730,2017-11-08,16986971,80,1,-859,CF
OKLAHOMA,CF-2017-02732,2019-03-06,16987005,100,1,-376,CF
OKLAHOMA,CF-2017-02734,2018-01-25,16987036,150,1,-781,CF
OKLAHOMA,CF-2017-02736,2017-10-04,16987063,50,1,-894,CF
OKLAHOMA,CF-2017-02738,2019-01-09,16987113,100,1,-432,CF
OKLAHOMA,CF-2017-02739,2017-12-06,16987137,400,1,-831,CF
OKLAHOMA,CF-2017-02742,2017-12-20,16987182,45,1,-817,CF
OKLAHOMA,CF-2017-02742,2018-02-14,16987186,100,1,-761,CF
OKLAHOMA,CF-2017-02743,2017-06-01,16987191,50,1,-1019,CF
OKLAHOMA,CF-2017-02743,2017-06-01,16987194,50,1,-1019,CF
OKLAHOMA,CF-2017-02744,2018-01-16,16987984,100,1,-790,CF
OKLAHOMA,CF-2017-02746,2018-03-21,16988520,100,1,-726,CF
OKLAHOMA,CF-2017-02748,2019-08-15,16988616,500,1,-214,CF
OKLAHOMA,CF-2017-02749,2019-02-04,16988622,100,1,-406,CF
OKLAHOMA,CF-2017-02752,2019-05-28,16988656,60,1,-293,CF
OKLAHOMA,CF-2017-02757,2021-07-12,16988701,150,1,483,CF
OKLAHOMA,CF-2017-02758,2019-10-30,16988704,1100,2,-138,CF
OKLAHOMA,CF-2017-02759,2018-01-11,16988717,50,1,-795,CF
OKLAHOMA,CF-2017-02761,2017-09-01,16988738,50,1,-927,CF
OKLAHOMA,CF-2017-02762,2018-09-11,16988741,50,1,-552,CF
OKLAHOMA,CF-2017-02763,2017-10-03,16988750,200,1,-895,CF
OKLAHOMA,CF-2017-02764,2019-11-15,16988754,150,1,-122,CF
OKLAHOMA,CF-2017-02765,2017-08-22,16988773,100,1,-937,CF
OKLAHOMA,CF-2017-02771,2019-12-13,16988816,50,1,-94,CF
OKLAHOMA,CF-2017-02772,2017-10-12,16988822,90,1,-886,CF
OKLAHOMA,CF-2017-02774,2020-12-17,16988865,700,1,276,CF
OKLAHOMA,CF-2017-02775,2018-01-03,16988877,400,1,-803,CF
OKLAHOMA,CF-2017-02777,2017-09-21,16989137,50,1,-907,CF
OKLAHOMA,CF-2017-02778,2017-08-24,16989180,90,1,-935,CF
OKLAHOMA,CF-2017-02779,2018-09-21,16989189,100,1,-542,CF
OKLAHOMA,CF-2017-02782,2018-03-09,16989561,100,1,-738,CF
OKLAHOMA,CF-2017-02786,2018-07-23,16989641,50,1,-602,CF
OKLAHOMA,CF-2017-02788,2017-10-04,16989668,50,1,-894,CF
OKLAHOMA,CF-2017-02790,2018-01-05,16989704,400,1,-801,CF
OKLAHOMA,CF-2017-02790,2018-02-01,16989711,60,1,-774,CF
OKLAHOMA,CF-2017-02792,2017-07-10,16990053,50,1,-980,CF
OKLAHOMA,CF-2017-02796,2017-11-14,16990126,50,1,-853,CF
OKLAHOMA,CF-2017-02798,2017-07-06,16990256,50,1,-984,CF
OKLAHOMA,CF-2017-02799,2017-06-06,16990284,50,1,-1014,CF
OKLAHOMA,CF-2017-02800,2018-03-07,16990302,100,1,-740,CF
OKLAHOMA,CF-2017-02803,2017-05-25,16990325,50,1,-1026,CF
OKLAHOMA,CF-2017-02804,2017-06-21,16991003,50,1,-999,CF
OKLAHOMA,CF-2017-02806,2018-04-06,16991097,150,1,-710,CF
OKLAHOMA,CF-2017-02807,2018-04-03,16991130,80,1,-713,CF
OKLAHOMA,CF-2017-02810,2017-06-21,16991199,100,1,-999,CF
OKLAHOMA,CF-2017-02813,2018-05-16,16991256,50,1,-670,CF
OKLAHOMA,CF-2017-02814,2017-07-06,16991267,50,1,-984,CF
OKLAHOMA,CF-2017-02815,2018-07-25,16991275,100,1,-600,CF
OKLAHOMA,CF-2017-02818,2017-06-01,16991290,50,1,-1019,CF
OKLAHOMA,CF-2017-02819,2019-05-31,16991298,200,1,-290,CF
OKLAHOMA,CF-2017-02820,2017-11-21,16991321,75,1,-846,CF
OKLAHOMA,CF-2017-02821,2017-12-20,16991330,50,1,-817,CF
OKLAHOMA,CF-2017-02821,2018-10-31,16991340,100,1,-502,CF
OKLAHOMA,CF-2017-02822,2017-10-18,16991355,100,1,-880,CF
OKLAHOMA,CF-2017-02823,2017-09-05,16991395,100,1,-923,CF
OKLAHOMA,CF-2017-02824,2017-11-01,16991412,800,2,-866,CF
OKLAHOMA,CF-2017-02824,2017-11-15,16991405,800,2,-852,CF
OKLAHOMA,CF-2017-02825,2017-06-15,16991422,200,1,-1005,CF
OKLAHOMA,CF-2017-02826,2017-08-03,16991840,50,1,-956,CF
OKLAHOMA,CF-2017-02827,2018-07-25,16991844,100,1,-600,CF
OKLAHOMA,CF-2017-02829,2018-11-14,16991874,50,1,-488,CF
OKLAHOMA,CF-2017-02830,2017-06-01,16991909,150,1,-1019,CF
OKLAHOMA,CF-2017-02831,2017-07-13,16991921,50,1,-977,CF
OKLAHOMA,CF-2017-02835,2017-12-01,16992225,50,1,-836,CF
OKLAHOMA,CF-2017-02837,2018-07-26,16992956,400,1,-599,CF
OKLAHOMA,CF-2017-02839,2018-06-27,16992978,100,1,-628,CF
OKLAHOMA,CF-2017-02842,2017-07-05,16993019,100,1,-985,CF
OKLAHOMA,CF-2017-02843,2019-10-29,16993074,50,1,-139,CF
OKLAHOMA,CF-2017-02845,2017-07-20,16993138,50,1,-970,CF
OKLAHOMA,CF-2017-02845,2017-11-15,16993144,50,1,-852,CF
OKLAHOMA,CF-2017-02846,2018-07-25,16993171,50,1,-600,CF
OKLAHOMA,CF-2017-02846,2018-10-08,16993168,100,1,-525,CF
OKLAHOMA,CF-2017-02847,2017-06-01,16993686,50,1,-1019,CF
OKLAHOMA,CF-2017-02848,2019-11-18,16993695,200,2,-119,CF
OKLAHOMA,CF-2017-02849,2018-03-08,16993705,50,1,-739,CF
OKLAHOMA,CF-2017-02851,2017-10-31,16993727,80,1,-867,CF
OKLAHOMA,CF-2017-02854,2017-06-01,16993756,100,1,-1019,CF
OKLAHOMA,CF-2017-02856,2018-10-03,16993776,100,1,-530,CF
OKLAHOMA,CF-2017-02858,2019-09-18,16993846,100,1,-180,CF
OKLAHOMA,CF-2017-02860,2017-06-15,16994431,100,1,-1005,CF
OKLAHOMA,CF-2017-02861,2017-10-02,16994520,30,1,-896,CF
OKLAHOMA,CF-2017-02868,2019-02-08,16994570,200,1,-402,CF
OKLAHOMA,CF-2017-02869,2017-10-18,16994577,100,1,-880,CF
OKLAHOMA,CF-2017-02870,2017-06-19,16994572,50,1,-1001,CF
OKLAHOMA,CF-2017-02872,2017-06-01,16994603,50,1,-1019,CF
OKLAHOMA,CF-2017-02873,2017-06-01,16994617,50,1,-1019,CF
OKLAHOMA,CF-2017-02878,2018-08-08,16996076,150,1,-586,CF
OKLAHOMA,CF-2017-02883,2018-02-21,16996623,50,1,-754,CF
OKLAHOMA,CF-2017-02885,2018-09-05,16996651,50,1,-558,CF
OKLAHOMA,CF-2017-02886,2018-10-19,16996668,100,1,-514,CF
OKLAHOMA,CF-2017-02891,2017-09-25,16996779,50,1,-903,CF
OKLAHOMA,CF-2017-02895,2018-04-10,16996827,100,1,-706,CF
OKLAHOMA,CF-2017-02896,2019-09-05,16996906,510,6,-193,CF
OKLAHOMA,CF-2017-02897,2019-02-04,16996913,100,1,-406,CF
OKLAHOMA,CF-2017-02898,2018-01-23,16996930,100,1,-783,CF
OKLAHOMA,CF-2017-02901,2018-04-06,16996989,50,1,-710,CF
OKLAHOMA,CF-2017-02902,2017-09-19,16997017,45,1,-909,CF
OKLAHOMA,CF-2017-02902,2017-12-13,16997028,50,1,-824,CF
OKLAHOMA,CF-2017-02902,2018-08-24,16997024,100,1,-570,CF
OKLAHOMA,CF-2017-02903,2018-10-01,16997036,100,1,-532,CF
OKLAHOMA,CF-2017-02904,2018-09-14,16997055,150,1,-549,CF
OKLAHOMA,CF-2017-02904,2021-02-05,16997065,50,1,326,CF
OKLAHOMA,CF-2017-02905,2017-09-19,16997069,50,1,-909,CF
OKLAHOMA,CF-2017-02905,2017-09-19,16997072,50,1,-909,CF
OKLAHOMA,CF-2017-02907,2018-03-21,16997729,100,1,-726,CF
OKLAHOMA,CF-2017-02908,2018-05-02,16997744,50,1,-684,CF
OKLAHOMA,CF-2017-02909,2017-06-08,16997758,45,1,-1012,CF
OKLAHOMA,CF-2017-02910,2019-02-07,16997769,50,1,-403,CF
OKLAHOMA,CF-2017-02911,2018-01-23,16997784,45,1,-783,CF
OKLAHOMA,CF-2017-02915,2017-06-13,16997837,50,1,-1007,CF
OKLAHOMA,CF-2017-02920,2017-06-08,16997888,80,1,-1012,CF
OKLAHOMA,CF-2017-02921,2017-06-06,16997894,50,1,-1014,CF
OKLAHOMA,CF-2017-02922,2019-12-04,16997904,100,1,-103,CF
OKLAHOMA,CF-2017-02924,2017-06-01,16997929,50,1,-1019,CF
OKLAHOMA,CF-2017-02926,2018-10-30,16997948,50,1,-503,CF
OKLAHOMA,CF-2017-02927,2017-07-24,16997957,50,1,-966,CF
OKLAHOMA,CF-2017-02928,2017-09-07,16997968,50,1,-921,CF
OKLAHOMA,CF-2017-02929,2017-06-13,16997998,50,1,-1007,CF
OKLAHOMA,CF-2017-02929,2017-08-07,16997988,125,1,-952,CF
OKLAHOMA,CF-2017-02930,2018-05-30,16998036,100,1,-656,CF
OKLAHOMA,CF-2017-02930,2020-03-03,16998024,50,1,-13,CF
OKLAHOMA,CF-2017-02931,2017-10-05,16998040,50,1,-893,CF
OKLAHOMA,CF-2017-02932,2019-06-11,16998064,80,1,-279,CF
OKLAHOMA,CF-2017-02933,2017-06-08,16998073,50,1,-1012,CF
OKLAHOMA,CF-2017-02933,2017-08-15,16998084,50,1,-944,CF
OKLAHOMA,CF-2017-02934,2021-02-03,16998558,100,1,324,CF
OKLAHOMA,CF-2017-02935,2018-08-15,16998566,100,1,-579,CF
OKLAHOMA,CF-2017-02938,2018-06-18,16998629,1000,1,-637,CF
OKLAHOMA,CF-2017-02939,2018-12-04,16998644,100,1,-468,CF
OKLAHOMA,CF-2017-02947,2018-03-09,16998758,50,1,-738,CF
OKLAHOMA,CF-2017-02948,2018-03-21,16998770,50,1,-726,CF
OKLAHOMA,CF-2017-02948,2019-06-12,16998766,50,1,-278,CF
OKLAHOMA,CF-2017-02949,2018-08-14,16998776,100,1,-580,CF
OKLAHOMA,CF-2017-02950,2018-09-19,16998788,50,1,-544,CF
OKLAHOMA,CF-2017-02953,2017-07-24,16999580,50,1,-966,CF
OKLAHOMA,CF-2017-02955,2017-12-18,16999593,500,1,-819,CF
OKLAHOMA,CF-2017-02956,2018-01-03,16999599,50,1,-803,CF
OKLAHOMA,CF-2017-02961,2017-06-21,16999677,50,1,-999,CF
OKLAHOMA,CF-2017-02962,2019-04-17,16999689,100,1,-334,CF
OKLAHOMA,CF-2017-02964,2017-07-24,17000170,50,1,-966,CF
OKLAHOMA,CF-2017-02965,2017-09-06,17000201,100,1,-922,CF
OKLAHOMA,CF-2017-02966,2018-08-22,17000225,100,1,-572,CF
OKLAHOMA,CF-2017-02967,2017-08-29,17000239,30,1,-930,CF
OKLAHOMA,CF-2017-02968,2017-06-08,17000258,100,1,-1012,CF
OKLAHOMA,CF-2017-02969,2017-08-10,17000281,45,1,-949,CF
OKLAHOMA,CF-2017-02971,2019-02-21,17000310,30,1,-389,CF
OKLAHOMA,CF-2017-02972,2017-06-13,17000317,100,1,-1007,CF
OKLAHOMA,CF-2017-02973,2018-03-26,17000341,50,1,-721,CF
OKLAHOMA,CF-2017-02974,2019-04-17,17000352,130,2,-334,CF
OKLAHOMA,CF-2017-02975,2017-10-18,17000358,200,1,-880,CF
OKLAHOMA,CF-2017-02976,2018-11-02,17000361,100,1,-500,CF
OKLAHOMA,CF-2017-02977,2017-12-19,17000374,200,1,-818,CF
OKLAHOMA,CF-2017-02979,2018-05-02,17000534,100,1,-684,CF
OKLAHOMA,CF-2017-02979,2018-12-20,17000515,100,1,-452,CF
OKLAHOMA,CF-2017-02980,2017-06-29,17000561,45,1,-991,CF
OKLAHOMA,CF-2017-02980,2018-02-01,17000539,50,1,-774,CF
OKLAHOMA,CF-2017-02981,2017-11-15,17000573,100,1,-852,CF
OKLAHOMA,CF-2017-02982,2017-12-07,17000597,35,1,-830,CF
OKLAHOMA,CF-2017-02982,2017-12-07,17000608,120,1,-830,CF
OKLAHOMA,CF-2017-02985,2018-03-01,17001947,100,1,-746,CF
OKLAHOMA,CF-2017-02987,2020-11-23,17838704,50,1,252,CF
OKLAHOMA,CF-2017-02989,2018-06-15,17002238,100,1,-640,CF
OKLAHOMA,CF-2017-02991,2018-01-08,17002303,50,1,-798,CF
OKLAHOMA,CF-2017-02994,2018-08-15,17002366,200,2,-579,CF
OKLAHOMA,CF-2017-02996,2017-08-11,17002404,160,1,-948,CF
OKLAHOMA,CF-2017-02997,2020-10-01,17002431,50,1,199,CF
OKLAHOMA,CF-2017-03000,2017-06-29,17002717,200,1,-991,CF
OKLAHOMA,CF-2017-03001,2019-02-06,17002736,50,1,-404,CF
OKLAHOMA,CF-2017-03002,2017-09-08,17002787,100,1,-920,CF
OKLAHOMA,CF-2017-03004,2017-06-01,17003190,50,1,-1019,CF
OKLAHOMA,CF-2017-03006,2018-04-19,17003228,200,2,-697,CF
OKLAHOMA,CF-2017-03007,2018-03-09,17003288,100,1,-738,CF
OKLAHOMA,CF-2017-03009,2017-10-17,17003333,550,2,-881,CF
OKLAHOMA,CF-2017-03011,2017-07-14,17003364,45,1,-976,CF
OKLAHOMA,CF-2017-03012,2017-06-27,17003372,200,2,-993,CF
OKLAHOMA,CF-2017-03013,2018-10-17,17003404,100,1,-516,CF
OKLAHOMA,CF-2017-03014,2019-04-11,17003832,150,1,-340,CF
OKLAHOMA,CF-2017-03015,2018-06-01,17003867,100,1,-654,CF
OKLAHOMA,CF-2017-03017,2019-04-26,17003961,50,1,-325,CF
OKLAHOMA,CF-2017-03018,2018-07-25,17003981,100,1,-600,CF
OKLAHOMA,CF-2017-03020,2018-07-25,17004048,50,1,-600,CF
OKLAHOMA,CF-2017-03021,2018-11-05,17004065,50,1,-497,CF
OKLAHOMA,CF-2017-03023,2017-07-07,17004116,50,1,-983,CF
OKLAHOMA,CF-2017-03024,2020-10-02,17004128,120,1,200,CF
OKLAHOMA,CF-2017-03028,2018-10-03,17004181,50,1,-530,CF
OKLAHOMA,CF-2017-03030,2019-04-17,17004301,100,1,-334,CF
OKLAHOMA,CF-2017-03031,2018-02-13,17004305,50,1,-762,CF
OKLAHOMA,CF-2017-03032,2017-08-17,17004315,50,1,-942,CF
OKLAHOMA,CF-2017-03033,2018-08-20,17004332,50,1,-574,CF
OKLAHOMA,CF-2017-03035,2017-07-20,17004360,50,1,-970,CF
OKLAHOMA,CF-2017-03036,2017-06-29,17004372,200,1,-991,CF
OKLAHOMA,CF-2017-03036,2020-07-21,17004377,150,1,127,CF
OKLAHOMA,CF-2017-03037,2019-05-30,17004384,100,1,-291,CF
OKLAHOMA,CF-2017-03037,2021-10-21,17004394,45,1,584,CF
OKLAHOMA,CF-2017-03041,2017-06-15,17005118,300,1,-1005,CF
OKLAHOMA,CF-2017-03042,2018-07-11,17005145,50,1,-614,CF
OKLAHOMA,CF-2017-03045,2017-10-10,17005802,50,1,-888,CF
OKLAHOMA,CF-2017-03048,2018-01-10,17005963,100,1,-796,CF
OKLAHOMA,CF-2017-03054,2018-02-01,17005998,35,1,-774,CF
OKLAHOMA,CF-2017-03055,2019-03-20,17005997,100,1,-362,CF
OKLAHOMA,CF-2017-03056,2019-04-15,17006003,100,1,-336,CF
OKLAHOMA,CF-2017-03059,2017-10-20,17006013,50,1,-878,CF
OKLAHOMA,CF-2017-03063,2018-03-12,17006041,50,1,-735,CF
OKLAHOMA,CF-2017-03064,2018-06-12,17006103,50,1,-643,CF
OKLAHOMA,CF-2017-03066,2018-02-14,17006120,100,1,-761,CF
OKLAHOMA,CF-2017-03067,2017-10-03,17006130,100,1,-895,CF
OKLAHOMA,CF-2017-03067,2018-03-09,17006136,100,1,-738,CF
OKLAHOMA,CF-2017-03069,2018-07-17,17006714,100,1,-608,CF
OKLAHOMA,CF-2017-03072,2017-08-22,17006814,100,1,-937,CF
OKLAHOMA,CF-2017-03075,2017-07-25,17006851,50,1,-965,CF
OKLAHOMA,CF-2017-03075,2017-08-14,17006846,50,1,-945,CF
OKLAHOMA,CF-2017-03078,2018-09-19,17007764,200,2,-544,CF
OKLAHOMA,CF-2017-03082,2018-02-23,17007786,100,1,-752,CF
OKLAHOMA,CF-2017-03087,2017-10-19,17007838,100,1,-879,CF
OKLAHOMA,CF-2017-03089,2017-12-13,17007853,600,1,-824,CF
OKLAHOMA,CF-2017-03089,2018-07-23,17007859,100,1,-602,CF
OKLAHOMA,CF-2017-03090,2019-02-07,17007864,100,1,-403,CF
OKLAHOMA,CF-2017-03091,2018-01-11,17007880,300,1,-795,CF
OKLAHOMA,CF-2017-03092,2017-08-02,17008691,50,1,-957,CF
OKLAHOMA,CF-2017-03098,2017-12-04,17008753,50,1,-833,CF
OKLAHOMA,CF-2017-03103,2017-06-15,17008800,50,1,-1005,CF
OKLAHOMA,CF-2017-03104,2018-10-03,17008811,110,1,-530,CF
OKLAHOMA,CF-2017-03107,2017-06-22,17009216,100,1,-998,CF
OKLAHOMA,CF-2017-03112,2018-05-30,17009266,150,1,-656,CF
OKLAHOMA,CF-2017-03113,2017-11-22,17009363,100,1,-845,CF
OKLAHOMA,CF-2017-03115,2018-01-10,17009391,50,1,-796,CF
OKLAHOMA,CF-2017-03116,2019-01-08,17009399,100,1,-433,CF
OKLAHOMA,CF-2017-03124,2017-10-04,17010676,50,1,-894,CF
OKLAHOMA,CF-2017-03125,2017-08-28,17010696,100,1,-931,CF
OKLAHOMA,CF-2017-03127,2017-11-14,17010741,50,1,-853,CF
OKLAHOMA,CF-2017-03131,2019-06-27,17011409,30,1,-263,CF
OKLAHOMA,CF-2017-03132,2020-11-10,17011418,100,1,239,CF
OKLAHOMA,CF-2017-03134,2017-06-13,17011438,100,2,-1007,CF
OKLAHOMA,CF-2017-03138,2017-12-12,17011484,500,2,-825,CF
OKLAHOMA,CF-2017-03139,2018-11-30,17011492,50,1,-472,CF
OKLAHOMA,CF-2017-03141,2018-10-17,17011506,100,1,-516,CF
OKLAHOMA,CF-2017-03142,2017-07-20,17011511,50,1,-970,CF
OKLAHOMA,CF-2017-03144,2017-07-20,17011524,100,2,-970,CF
OKLAHOMA,CF-2017-03146,2017-06-13,17011584,50,1,-1007,CF
OKLAHOMA,CF-2017-03147,2017-06-13,17011587,100,1,-1007,CF
OKLAHOMA,CF-2017-03150,2017-06-12,17011619,50,1,-1008,CF
OKLAHOMA,CF-2017-03152,2019-02-08,17011640,50,1,-402,CF
OKLAHOMA,CF-2017-03154,2018-03-13,17011669,100,1,-734,CF
OKLAHOMA,CF-2017-03154,2018-03-13,17011674,100,1,-734,CF
OKLAHOMA,CF-2017-03157,2017-07-24,17012355,100,1,-966,CF
OKLAHOMA,CF-2017-03160,2017-07-13,17012398,45,1,-977,CF
OKLAHOMA,CF-2017-03160,2018-02-01,17012406,350,2,-774,CF
OKLAHOMA,CF-2017-03161,2018-09-19,17012887,100,1,-544,CF
OKLAHOMA,CF-2017-03162,2017-06-22,17012904,350,2,-998,CF
OKLAHOMA,CF-2017-03163,2019-06-12,17012928,100,1,-278,CF
OKLAHOMA,CF-2017-03164,2022-04-28,17012945,245,2,773,CF
OKLAHOMA,CF-2017-03166,2019-05-21,17012974,50,1,-300,CF
OKLAHOMA,CF-2017-03168,2017-08-22,17013019,150,1,-937,CF
OKLAHOMA,CF-2017-03169,2018-07-25,17013987,1000,1,-600,CF
OKLAHOMA,CF-2017-03169,2019-12-04,17014011,400,2,-103,CF
OKLAHOMA,CF-2017-03169,2019-12-04,17014013,400,2,-103,CF
OKLAHOMA,CF-2017-03169,2020-01-23,17014017,150,1,-53,CF
OKLAHOMA,CF-2017-03171,2017-08-21,17014636,50,1,-938,CF
OKLAHOMA,CF-2017-03172,2019-01-02,17014647,100,1,-439,CF
OKLAHOMA,CF-2017-03174,2019-09-06,17014729,50,1,-192,CF
OKLAHOMA,CF-2017-03175,2022-01-25,17014739,60,1,680,CF
OKLAHOMA,CF-2017-03176,2019-04-17,17014747,150,1,-334,CF
OKLAHOMA,CF-2017-03180,2018-10-19,17014792,150,2,-514,CF
OKLAHOMA,CF-2017-03183,2019-04-10,17014825,150,1,-341,CF
OKLAHOMA,CF-2017-03184,2018-03-01,17014835,100,1,-746,CF
OKLAHOMA,CF-2017-03185,2018-05-04,17014840,45,1,-682,CF
OKLAHOMA,CF-2017-03186,2017-08-10,17014850,50,1,-949,CF
OKLAHOMA,CF-2017-03187,2018-01-11,17014857,50,1,-795,CF
OKLAHOMA,CF-2017-03189,2018-01-08,17014876,30,1,-798,CF
OKLAHOMA,CF-2017-03190,2018-01-02,17014895,30,1,-804,CF
OKLAHOMA,CF-2017-03191,2017-12-04,17014918,50,1,-833,CF
OKLAHOMA,CF-2017-03192,2018-04-17,17014987,100,1,-699,CF
OKLAHOMA,CF-2017-03194,2017-07-06,17015402,50,1,-984,CF
OKLAHOMA,CF-2017-03196,2019-01-08,17015671,10000,1,-433,CF
OKLAHOMA,CF-2017-03196,2019-01-24,17015659,200,1,-417,CF
OKLAHOMA,CF-2017-03197,2017-09-19,17015882,500,1,-909,CF
OKLAHOMA,CF-2017-03197,2017-11-29,17015892,500,1,-838,CF
OKLAHOMA,CF-2017-03197,2018-12-14,17015888,100,1,-458,CF
OKLAHOMA,CF-2017-03198,2018-04-17,17015905,100,1,-699,CF
OKLAHOMA,CF-2017-03201,2018-06-14,17015955,50,1,-641,CF
OKLAHOMA,CF-2017-03202,2017-07-18,17015982,45,1,-972,CF
OKLAHOMA,CF-2017-03206,2018-02-06,17016038,50,1,-769,CF
OKLAHOMA,CF-2017-03208,2018-05-30,17016184,450,1,-656,CF
OKLAHOMA,CF-2017-03211,2019-03-12,17016502,50,1,-370,CF
OKLAHOMA,CF-2017-03214,2018-04-18,17016642,450,1,-698,CF
OKLAHOMA,CF-2017-03217,2018-06-27,17016742,100,1,-628,CF
OKLAHOMA,CF-2017-03219,2017-10-05,17016818,50,1,-893,CF
OKLAHOMA,CF-2017-03220,2017-11-14,17016839,130,1,-853,CF
OKLAHOMA,CF-2017-03221,2018-01-17,17017167,300,1,-789,CF
OKLAHOMA,CF-2017-03222,2018-01-24,17017719,112.5,1,-782,CF
OKLAHOMA,CF-2017-03225,2017-07-31,17017749,100,1,-959,CF
OKLAHOMA,CF-2017-03227,2017-07-20,17017779,30,1,-970,CF
OKLAHOMA,CF-2017-03230,2019-06-12,17017853,100,1,-278,CF
OKLAHOMA,CF-2017-03232,2017-06-22,17017859,125,1,-998,CF
OKLAHOMA,CF-2017-03235,2018-02-23,17017942,100,1,-752,CF
OKLAHOMA,CF-2017-03236,2017-06-13,17017964,50,1,-1007,CF
OKLAHOMA,CF-2017-03238,2019-03-11,17017991,100,1,-371,CF
OKLAHOMA,CF-2017-03239,2017-10-05,17017998,50,1,-893,CF
OKLAHOMA,CF-2017-03242,2017-08-23,17018034,100,1,-936,CF
OKLAHOMA,CF-2017-03243,2018-05-30,17018685,50,1,-656,CF
OKLAHOMA,CF-2017-03244,2017-11-02,17018698,100,1,-865,CF
OKLAHOMA,CF-2017-03245,2021-11-15,17018727,35,1,609,CF
OKLAHOMA,CF-2017-03247,2018-05-02,17018748,100,2,-684,CF
OKLAHOMA,CF-2017-03249,2017-07-18,17018761,35,1,-972,CF
OKLAHOMA,CF-2017-03250,2018-01-04,17018771,125,1,-802,CF
OKLAHOMA,CF-2017-03251,2017-06-22,17018783,150,2,-998,CF
OKLAHOMA,CF-2017-03253,2017-09-26,17018816,100,1,-902,CF
OKLAHOMA,CF-2017-03253,2017-09-26,17018830,50,1,-902,CF
OKLAHOMA,CF-2017-03256,2018-01-31,17018857,1700,1,-775,CF
OKLAHOMA,CF-2017-03260,2017-08-02,17019196,50,1,-957,CF
OKLAHOMA,CF-2017-03261,2017-09-01,17019205,100,1,-927,CF
OKLAHOMA,CF-2017-03262,2018-02-14,17019223,200,2,-761,CF
OKLAHOMA,CF-2017-03263,2019-03-06,17019237,100,1,-376,CF
OKLAHOMA,CF-2017-03266,2017-07-31,17019286,175,3,-959,CF
OKLAHOMA,CF-2017-03267,2017-10-06,17019293,10050,2,-892,CF
OKLAHOMA,CF-2017-03269,2018-03-21,17019320,600,2,-726,CF
OKLAHOMA,CF-2017-03270,2018-03-07,17019406,45,1,-740,CF
OKLAHOMA,CF-2017-03271,2018-07-25,17019420,100,1,-600,CF
OKLAHOMA,CF-2017-03272,2018-01-03,17019445,50,1,-803,CF
OKLAHOMA,CF-2017-03272,2018-01-03,17019460,50,1,-803,CF
OKLAHOMA,CF-2017-03274,2017-12-12,17020205,50,1,-825,CF
OKLAHOMA,CF-2017-03275,2017-10-19,17020232,50,1,-879,CF
OKLAHOMA,CF-2017-03276,2018-09-24,17020291,50,1,-539,CF
OKLAHOMA,CF-2017-03279,2017-10-10,17020374,30,1,-888,CF
OKLAHOMA,CF-2017-03280,2017-07-06,17020383,50,1,-984,CF
OKLAHOMA,CF-2017-03282,2017-07-27,17021393,50,1,-963,CF
OKLAHOMA,CF-2017-03283,2018-09-21,17021446,200,1,-542,CF
OKLAHOMA,CF-2017-03285,2017-08-11,17021489,60,1,-948,CF
OKLAHOMA,CF-2017-03287,2017-11-17,17021520,50,1,-850,CF
OKLAHOMA,CF-2017-03289,2018-08-15,17021563,200,2,-579,CF
OKLAHOMA,CF-2017-03289,2020-12-02,17021548,200,1,261,CF
OKLAHOMA,CF-2017-03290,2017-06-22,17021576,100,1,-998,CF
OKLAHOMA,CF-2017-03290,2018-10-31,17021587,120,1,-502,CF
OKLAHOMA,CF-2017-03292,2018-05-16,17022065,150,1,-670,CF
OKLAHOMA,CF-2017-03294,2018-03-07,17022088,100,1,-740,CF
OKLAHOMA,CF-2017-03298,2017-10-10,17022880,100,1,-888,CF
